seed,epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,5,0.014748159819448589,99.525,0.036556288156557426,98.93
1,5,0.016537975771400898,99.45166666666667,0.027744556163594725,99.14
2,5,0.016571955667804898,99.42333333333333,0.04577178856992655,98.69
3,5,0.015604763624585308,99.515,0.027479830582115318,99.21
4,5,0.016937583166497648,99.45333333333333,0.032013001732162115,98.98
